cruise	cruise_index	scaffold	scaffold_index	size	num_hits	percid
HOT224	1	VS106	22	15.427	1615.47925041	93.3543551402
HOT224	1	VS108	20	15.11	1373.9122597	94.376
HOT236	10	VS79	86	18.396	3184.20799679	90.4608304094
HOT232	7	VS69	39	20.158	332.052913819	99.8154545455
HOT226	3	VS28	15	28.336	247.317457458	100.0
HOT226	3	VS29	82	28.0	1291.54672228	87.264
HOT232	7	VS65	89	20.961	16341.0282437	91.2275646552
HOT234	9	VS81	99	17.724	17854.7844795	94.1742895724
HOT231	6	VS70	38	20.074	404.125051079	96.2974074074
HOT231	6	VS77	36	18.956	329.287078657	94.5317727273
HOT231	6	VS74	88	19.487	2813.90776307	92.5984361702
HOT237	11	VS94	29	16.502	547.795162133	97.4498541667
HOT234	9	VS54	47	22.665	1634.1213102	89.9138278689
HOT234	9	VS57	44	22.358	750.088470256	97.3969821429
HOT234	9	VS50	91	23.177	13086.3649186	92.7241576254
HOT234	9	VS59	8	21.604	308.072050284	90.4513478261
HOT233	8	VS35	12	26.017	576.462513861	93.2758
HOT233	8	VS37	81	25.828	259.408131237	92.0096666667
HOT225	2	VS11	58	39.219	6401.98690113	94.2503273543
HOT233	8	VS31	103	27.846	88559.0536918	94.5797300244
HOT233	8	VS30	104	27.949	45526.1270321	94.4220807217
HOT233	8	VS33	101	26.389	21602.9327069	95.9103829219
HOT233	8	VS32	14	26.81	374.700634009	94.0581153846
HOT224	1	VS7	70	43.665	51785.9236348	97.6203478134
HOT224	1	VS5	61	51.494	5450.35522803	97.5705290859
HOT224	1	VS4	62	54.391	58398.8200056	98.5875395553
HOT233	8	VS39	80	25.02	1023.2209621	92.2167042254
HOT233	8	VS38	54	25.81	19138.5554602	99.0486159639
HOT237	11	VG1	107	164.235	29124.4427868	92.0740909091
HOT234	9	VS37	81	25.828	5089.88604817	96.4617289474
HOT224	1	VS68	40	20.46	392.546359914	99.2506153846
HOT226	3	VS189	76	18.494	604.553784897	96.3153636364
HOT224	1	VS62	43	21.29	9738.16931325	98.0227922481
HOT224	1	VS63	7	21.131	105.685558438	99.8447142857
HOT224	1	VS60	102	26.94	280927.312266	94.0664096845
HOT224	1	VS61	90	21.296	18917.7149605	95.9445666401
HOT224	1	VS66	42	20.808	1328.61844894	91.1970909091
HOT224	1	VS67	41	20.689	5586.23666031	89.469672973
HOT224	1	VS64	6	21.063	166.077306117	93.2118181818
HOT224	1	VS65	89	20.961	35661.3270045	92.5780143946
HOT236	10	VS8	60	41.205	744.843975856	88.705475
HOT229	5	VS80	75	18.052	1350.7565777	90.8826829268
HOT237	11	VS89	66	16.912	399.433972389	99.1859142857
HOT233	8	VS84	33	17.492	562.050951014	99.2312564103
HOT238	12	VG1	107	164.235	75764.8958684	93.9876510946
HOT229	5	VS63	7	21.131	181.199053106	98.2315454545
HOT229	5	VS86	98	17.364	20211.930742	92.2750309698
HOT233	8	VS85	3	17.456	5317.86669036	97.1454308943
HOT236	10	VS62	43	21.29	74.4843975856	97.7275
HOT236	10	VS66	42	20.808	93.1054969821	85.6434
HOT237	11	VS8	60	41.205	68.4743952667	87.7565
HOT236	10	VS3	63	57.845	113067.315535	97.5074808959
HOT236	10	VS4	62	54.391	94874.5014247	98.5799605496
HOT236	10	VS5	61	51.494	29682.0324379	99.3828676286
HOT236	10	VS7	70	43.665	47818.98325	98.2270891745
HOT236	10	VS9	59	40.844	55.8632981892	100.0
HOT238	12	VS51	9	22.88	273.581208281	92.6090625
HOT234	9	VS75	87	19.149	9389.50031517	90.8505349501
HOT237	11	VS99	72	16.095	22.8247984222	92.437
HOT237	11	VS93	73	16.542	5112.75484658	94.6353415179
HOT237	11	VS92	74	16.745	114.123992111	87.976
HOT237	11	VS90	97	16.9	57.0619960556	89.8588
HOT237	11	VS97	28	16.161	7246.87349906	98.383496063
HOT237	11	VS95	85	16.245	6231.16996927	89.9731739927
HOT238	12	VS58	100	21.89	52305.3072583	92.5308996404
HOT225	2	VS107	21	15.344	3732.09998721	99.2964384615
HOT225	2	VS106	22	15.427	1205.75538048	95.3006904762
HOT225	2	VS104	24	15.868	1952.17537792	94.7309264706
HOT225	2	VS103	1	15.9	25837.6152961	89.9289066667
HOT225	2	VS101	25	16.015	2124.42614656	96.1422972973
HOT225	2	VS100	26	16.054	287.084614401	89.5813
HOT225	2	VS108	20	15.11	1923.46691648	94.8544179104
HOT229	5	VS17	95	34.077	576.542441702	97.2558571429
HOT224	1	VS58	100	21.89	134688.695261	94.6432630871
HOT224	1	VS54	47	22.665	1917.43798881	93.5687480315
HOT229	5	VS11	58	39.219	8664.60926673	93.0610589354
HOT238	12	VS95	85	16.245	12653.130883	91.743222973
HOT238	12	VS96	2	16.237	85.4941275879	86.955
HOT238	12	VS90	97	16.9	649.755369668	95.9803421053
HOT229	5	VS69	39	20.158	1301.33865413	99.178
HOT224	1	VS96	2	16.237	3895.2677253	95.5726046512
HOT229	5	VS68	40	20.46	49.4179235745	84.49
HOT226	3	VG1	107	164.235	97168.2810634	94.5026807127
HOT225	2	VS89	66	16.912	8067.07766466	98.7074839858
HOT229	5	VS48	50	23.468	609.487724085	91.6612972973
HOT229	5	VS45	51	23.869	63716.1761287	96.7549914685
HOT229	5	VS44	65	23.999	3311.00087949	89.3064776119
HOT229	5	VS47	93	23.51	41395.7473142	98.2749876641
HOT229	5	VS40	53	24.419	32.945282383	100.0
HOT229	5	VS43	78	24.068	4431.14048051	91.3583494424
HOT234	9	VS47	93	23.51	4326.40314094	94.4141083591
HOT234	9	VS46	10	23.707	53.5777478754	85.1595
HOT234	9	VS45	51	23.869	7232.99596318	94.2909296296
HOT237	11	VS86	98	17.364	7452.29668486	94.6314532925
HOT234	9	VS42	52	24.121	776.877344194	95.6157758621
HOT234	9	VS41	79	24.277	174.127680595	88.7319230769
HOT234	9	VS102	71	15.97	200.916554533	99.4986666667
HOT234	9	VS49	92	23.37	4996.12498938	94.0626058981
HOT233	8	VS41	79	24.277	57.6462513861	99.519
HOT233	8	VS42	52	24.121	273.819694084	88.94
HOT233	8	VS43	78	24.068	1124.10190203	94.2700384615
HOT233	8	VS44	65	23.999	1887.91473289	94.5088854962
HOT233	8	VS46	10	23.707	244.996568391	98.4541176471
HOT233	8	VS47	93	23.51	3112.89757485	97.3473981481
HOT233	8	VS49	92	23.37	2853.48944361	96.2396565657
HOT233	8	VS76	67	19.088	28.823125693	94.444
HOT232	7	VG1	107	164.235	42643.643902	95.6972038697
HOT234	9	VS104	24	15.868	1339.44369689	91.16662
HOT236	10	VS63	7	21.131	93.1054969821	94.5946
HOT237	11	VS49	92	23.37	1209.71431638	95.3584339623
HOT238	12	VS3	63	57.845	38643.3456697	97.494059292
HOT237	11	VS45	51	23.869	2761.80060909	96.6690413223
HOT224	1	VS75	87	19.149	17015.3749086	92.3423655723
HOT224	1	VS74	88	19.487	7805.63338752	94.4517350097
HOT224	1	VS77	36	18.956	1751.36068269	95.2891551724
HOT224	1	VS71	37	19.786	2264.69053796	91.95678
HOT224	1	VS70	38	20.074	1132.34526898	93.0745333333
HOT224	1	VS73	77	19.655	1343.71638586	91.9001685393
HOT224	1	VS72	5	19.667	1645.67512425	94.650440367
HOT224	1	VS79	86	18.396	8364.25705355	90.2436407942
HOT231	6	VS85	3	17.456	4939.30617985	97.265530303
HOT238	12	VS7	70	43.665	21612.9154542	97.9027721519
HOT233	8	VS79	86	18.396	2190.55755267	89.879875
HOT236	10	VS56	45	22.492	912.433870424	92.6458979592
HOT236	10	VS57	44	22.358	186.210993964	98.2222
HOT236	10	VS54	47	22.665	633.117379478	88.7763235294
HOT236	10	VS52	49	22.818	353.800888532	92.0506842105
HOT236	10	VS50	91	23.177	8751.91671631	91.2267744681
HOT236	10	VS51	9	22.88	74.4843975856	92.953
HOT236	10	VS58	100	21.89	27261.2895163	92.6273777322
HOT229	5	VS71	37	19.786	312.980182638	92.3049473684
HOT238	12	VS5	61	51.494	13832.9498437	99.5467824475
HOT238	12	VS8	60	41.205	478.767114492	89.56
HOT238	12	VS9	59	40.844	153.889429658	99.7894444444
HOT236	10	VS61	90	21.296	7671.89295132	96.0848131068
HOT237	11	VS44	65	23.999	330.959577122	86.8077241379
HOT237	11	VS46	10	23.707	273.897581067	87.5170833333
HOT237	11	VS42	52	24.121	205.4231858	90.748
HOT231	6	VS82	4	17.697	883.08807458	95.3798644068
HOT231	6	VS80	75	18.052	463.995429016	95.2469032258
HOT231	6	VS81	99	17.724	9594.2280645	92.9101965679
HOT231	6	VS86	98	17.364	6196.58411654	90.882821256
HOT231	6	VS84	33	17.492	164.643539328	96.9935454545
HOT231	6	VS88	31	17.085	59.8703779376	96.85475
HOT231	6	VS89	66	16.912	868.120480095	96.0307758621
HOT237	11	VS33	101	26.389	7977.26704857	94.0141173104
HOT234	9	VS86	98	17.364	16408.1852869	93.0769902041
