cruise	cruise_index	scaffold	scaffold_index	size	num_hits	percid
HOT224	1	VS77	36	18.956	2234.49466412	92.5446689189
HOT224	1	VS76	67	19.088	2023.12354725	93.9709253731
HOT224	1	VS71	37	19.786	2747.8245194	98.0028516484
HOT224	1	VS73	77	19.655	2898.80388859	94.5860520833
HOT224	1	VS72	5	19.667	1570.18543966	97.5675865385
HOT224	1	VS79	86	18.396	8666.21579194	93.9401759582
HOT224	1	VS78	35	18.738	679.407161389	90.9809777778
HOT236	10	VS56	45	22.492	3761.46207808	92.2213316832
HOT236	10	VS57	44	22.358	763.465075253	82.0164878049
HOT236	10	VS54	47	22.665	1061.4026656	88.5727017544
HOT236	10	VS55	46	22.624	223.453192757	69.106
HOT236	10	VS52	49	22.818	2476.60621972	95.8534887218
HOT236	10	VS53	48	22.706	1359.34025594	81.6560273973
HOT236	10	VS50	91	23.177	6331.17379478	96.9636970588
HOT236	10	VS51	9	22.88	260.69539155	94.096
HOT236	10	VS58	100	21.89	19365.9433723	97.4460125
HOT236	10	VS59	8	21.604	74.4843975856	81.0215
HOT231	6	VS82	4	17.697	164.643539328	99.5338181818
HOT231	6	VS80	75	18.052	553.800995923	97.9123243243
HOT231	6	VS81	99	17.724	9444.55211966	94.1056703645
HOT231	6	VS86	98	17.364	14907.7241065	90.0081817269
HOT231	6	VS87	32	17.269	104.773161391	84.8865714286
HOT231	6	VS84	33	17.492	434.060240048	94.5900344828
HOT231	6	VS85	3	17.456	2379.84752302	100.0
HOT231	6	VS88	31	17.085	1781.14374364	92.2336638655
HOT231	6	VS89	66	16.912	3083.32446379	88.5679417476
HOT237	11	VS37	81	25.828	228.247984222	76.9315
HOT227	4	VS90	97	16.9	200.212592404	95.2168333333
HOT227	4	VS91	30	16.88	400.425184809	77.4886666667
HOT227	4	VS92	74	16.745	500.531481011	93.8591333333
HOT227	4	VS93	73	16.542	4304.57073669	100.0
HOT227	4	VS94	29	16.502	200.212592404	100.0
HOT227	4	VS95	85	16.245	17885.6582548	99.3427723881
HOT227	4	VS96	2	16.237	1034.43172742	97.9039354839
HOT227	4	VS97	28	16.161	6473.54048774	100.0
HOT227	4	VS98	27	16.154	100.106296202	81.8936666667
HOT227	4	VS99	72	16.095	967.694196621	85.9566551724
HOT229	5	VS29	82	28.0	3936.96124477	90.2201631799
HOT229	5	VS28	15	28.336	1416.64714247	89.4362093023
HOT229	5	VS23	106	30.926	41939.3444735	91.8519548311
HOT229	5	VS22	84	31.824	4562.92161004	95.4535415162
HOT229	5	VS21	94	32.028	20936.7269544	94.6225617624
HOT229	5	VS20	56	32.169	3574.56313855	92.224437788
HOT229	5	VS27	16	29.202	49.4179235745	72.698
HOT229	5	VS26	55	29.251	2190.86127847	95.248556391
HOT229	5	VS25	105	29.927	76169.4928695	96.880541955
HOT229	5	VS24	83	30.339	5880.73290536	93.1877226891
HOT233	8	VS68	40	20.46	273.819694084	94.8088421053
HOT233	8	VS69	39	20.158	403.523759702	99.0724285714
HOT233	8	VS66	42	20.808	734.989705172	91.233
HOT233	8	VS67	41	20.689	3905.5335314	90.308804428
HOT233	8	VS64	6	21.063	288.23125693	98.32715
HOT233	8	VS65	89	20.961	18677.3854491	96.5427021605
HOT233	8	VS62	43	21.29	475.581573935	100.0
HOT233	8	VS63	7	21.131	172.938754158	100.0
HOT233	8	VS60	102	26.94	138351.003327	98.4791948958
HOT233	8	VS61	90	21.296	1887.91473289	100.0
HOT224	1	VS13	57	35.89	60723.9022913	95.2652083541
HOT224	1	VS11	58	39.219	11670.705239	94.6161940492
HOT224	1	VS10	96	39.744	162997.326986	96.02585402
HOT224	1	VS17	95	34.077	1690.96893501	88.1583125
HOT224	1	VS16	68	34.431	22058.0858398	97.1773785079
HOT224	1	VS15	19	34.769	936.072089025	89.3101612903
HOT224	1	VS14	69	35.649	19415.9468788	99.6861702955
HOT224	1	VS19	17	33.814	830.386530587	100.0
HOT224	1	VS18	18	34.068	5359.76760652	75.6906
HOT229	5	VS4	62	54.391	43537.1906691	100.0
HOT229	5	VS5	61	51.494	13359.3120063	100.0
HOT229	5	VS7	70	43.665	22320.4288145	94.7913468635
HOT229	5	VS2	64	68.964	16.4726411915	64.286
HOT229	5	VS3	63	57.845	74555.1740327	100.0
HOT229	5	VS8	60	41.205	9422.35076154	89.9562272727
HOT229	5	VS9	59	40.844	1894.35373702	87.1854
HOT226	3	VS82	4	17.697	137.398587477	91.4284
HOT226	3	VS9	59	40.844	3132.68779447	88.2062807018
HOT226	3	VS8	60	41.205	9562.94168837	94.7367557471
HOT233	8	VS84	33	17.492	446.758448242	100.0
HOT233	8	VS85	3	17.456	3040.83976061	100.0
HOT233	8	VS86	98	17.364	17610.9297984	95.5141440262
HOT233	8	VS87	32	17.269	14.4115628465	84.848
HOT233	8	VS80	75	18.052	288.23125693	96.4525
HOT233	8	VS81	99	17.724	12682.1753049	98.3522897727
HOT233	8	VS82	4	17.697	172.938754158	100.0
HOT233	8	VS88	31	17.085	2334.67318114	90.6705740741
HOT233	8	VS89	66	16.912	3386.71726893	93.3969787234
HOT233	8	VS101	25	16.015	1239.3944048	91.1580930233
HOT236	10	VS32	14	26.81	819.328373442	94.5102045455
HOT225	2	VS27	16	29.202	57.4169228801	73.684
HOT225	2	VS26	55	29.251	12488.1807264	100.0
HOT225	2	VS25	105	29.927	63905.0351656	98.4454227314
HOT225	2	VS24	83	30.339	7205.82382145	94.5536294821
HOT225	2	VS23	106	30.926	46622.5413787	92.4406151478
HOT225	2	VS22	84	31.824	5827.81767233	95.8317832512
HOT225	2	VS21	94	32.028	37177.4575649	96.5812509653
HOT225	2	VS20	56	32.169	5311.06536641	94.7774972973
HOT225	2	VS29	82	28.0	3732.09998721	91.4626384615
HOT225	2	VS28	15	28.336	5311.06536641	92.1925945946
HOT234	9	VS53	48	22.706	2638.70408287	80.242680203
HOT224	1	VS39	80	25.02	7005.44273077	95.1381271552
HOT224	1	VS38	54	25.81	23114.9414242	99.7716917048
HOT224	1	VS31	103	27.846	242729.531859	94.3709482491
HOT224	1	VS30	104	27.949	63818.9793598	96.5995635202
HOT224	1	VS33	101	26.389	67699.1491482	94.9513878234
HOT224	1	VS32	14	26.81	1162.54114282	92.4271428571
HOT224	1	VS35	12	26.017	649.21128755	100.0
HOT224	1	VS34	13	26.379	1615.47925041	89.1022616822
HOT234	9	VS58	100	21.89	38294.695294	99.6027072403
HOT226	3	VS91	30	16.88	1071.70898232	76.5513846154
HOT226	3	VS93	73	16.542	28716.3047826	100.0
HOT226	3	VS92	74	16.745	1786.1816372	94.3829846154
HOT226	3	VS95	85	16.245	37922.0101435	99.3928362319
HOT226	3	VS94	29	16.502	4149.43734179	100.0
HOT226	3	VS96	2	16.237	14344.4125326	100.0
HOT226	3	VS99	72	16.095	2802.93118452	88.9768235294
HOT226	3	VS98	27	16.154	577.074067402	80.1881428571
HOT226	3	VS32	14	26.81	769.432089869	93.9845
HOT226	3	VS34	13	26.379	961.790112336	80.0222285714
HOT226	3	VS39	80	25.02	3984.55903682	94.9866896552
HOT236	10	VG1	107	164.235	75694.7690464	93.4834297663
HOT227	4	VS56	45	22.492	3069.92641687	96.2929021739
HOT227	4	VS57	44	22.358	266.950123206	90.028875
HOT227	4	VS50	91	23.177	9143.0417198	100.0
HOT227	4	VS51	9	22.88	66.7375308015	94.231
HOT227	4	VS52	49	22.818	3770.67049028	95.2861946903
HOT227	4	VS53	48	22.706	700.744073415	83.6861904762
HOT227	4	VS58	100	21.89	57894.8079703	98.1554824207
HOT227	4	VS59	8	21.604	33.3687654007	64.0
HOT232	7	VS78	35	18.738	50.3110475484	100.0
HOT232	7	VS79	86	18.396	1982.25527341	91.454751269
HOT232	7	VS74	88	19.487	905.59885587	87.6661333333
HOT232	7	VS75	87	19.149	1680.38898812	94.2559041916
HOT232	7	VS76	67	19.088	482.986056464	94.548875
HOT232	7	VS77	36	18.956	301.86628529	90.8143666667
HOT232	7	VS71	37	19.786	120.746514116	94.0950833333
HOT232	7	VS72	5	19.667	90.559885587	100.0
HOT232	7	VS73	77	19.655	573.545942051	94.6753684211
HOT237	11	VS50	91	23.177	3572.08095308	98.6505623003
HOT227	4	VG1	107	164.235	131873.360864	96.9488135121
HOT233	8	VS9	59	40.844	720.578142326	84.81066
HOT233	8	VS8	60	41.205	1599.68347596	92.4792072072
HOT233	8	VS3	63	57.845	8603.70301937	97.2879916248
HOT233	8	VS7	70	43.665	26099.340315	100.0
HOT233	8	VS5	61	51.494	1599.68347596	99.2234774775
HOT233	8	VS4	62	54.391	13907.1581469	100.0
HOT227	4	VS72	5	19.667	200.212592404	95.8335
HOT227	4	VS73	77	19.655	600.637777213	93.7070555556
HOT227	4	VS70	38	20.074	100.106296202	83.6803333333
HOT227	4	VS71	37	19.786	266.950123206	97.771875
HOT227	4	VS77	36	18.956	1034.43172742	89.1233225806
HOT227	4	VS74	88	19.487	1801.91333164	91.3474814815
HOT227	4	VS75	87	19.149	2936.45135526	97.0365454545
HOT227	4	VS78	35	18.738	100.106296202	72.0546666667
HOT227	4	VS79	86	18.396	3470.35160168	94.140875
HOT238	12	VS8	60	41.205	3231.67802282	90.2659470899
HOT238	12	VS9	59	40.844	769.447148291	89.1278222222
HOT238	12	VS2	64	68.964	34.1976510352	80.952
HOT238	12	VS3	63	57.845	23527.9839122	100.0
HOT238	12	VS7	70	43.665	17731.4820617	99.5669739634
HOT238	12	VS4	62	54.391	11422.0154457	100.0
HOT238	12	VS5	61	51.494	10806.4577271	100.0
HOT238	12	VS66	42	20.808	1094.32483313	84.276671875
HOT225	2	VS69	39	20.158	2153.134608	95.5020266667
HOT225	2	VS68	40	20.46	488.043844481	89.1173529412
HOT225	2	VS63	7	21.131	315.793075841	98.3527272727
HOT225	2	VS62	43	21.29	4736.89613761	100.0
HOT225	2	VS61	90	21.296	9244.1245837	98.7456149068
HOT225	2	VS60	102	26.94	170786.637107	95.5707029753
HOT225	2	VS67	41	20.689	9215.41612226	92.1391619938
HOT225	2	VS66	42	20.808	2698.59537537	89.9958723404
HOT225	2	VS65	89	20.961	36545.8714132	98.2315255302
HOT225	2	VS64	6	21.063	545.460767361	96.6230526316
HOT224	1	VS37	81	25.828	4967.2212466	94.9715045593
HOT232	7	VS58	100	21.89	9730.15659585	98.997237849
HOT232	7	VS59	8	21.604	20.1244190193	89.655
HOT232	7	VS52	49	22.818	2465.24132987	95.9427142857
HOT232	7	VS53	48	22.706	1831.32213076	79.657010989
HOT232	7	VS50	91	23.177	6973.1111902	99.1548860029
HOT232	7	VS51	9	22.88	50.3110475484	92.5766
HOT232	7	VS56	45	22.492	1781.01108321	93.8614971751
HOT232	7	VS57	44	22.358	301.86628529	85.8742333333
HOT232	7	VS54	47	22.665	402.488380387	89.08435
HOT232	7	VS55	46	22.624	20.1244190193	70.7145
HOT226	3	VS90	97	16.9	1758.7019197	98.070765625
HOT238	12	VS24	83	30.339	4223.40990284	95.9237894737
HOT238	12	VS27	16	29.202	17.0988255176	77.419
HOT238	12	VS26	55	29.251	1333.70839037	95.3449615385
HOT238	12	VS21	94	32.028	11695.596654	95.4808947368
HOT238	12	VS20	56	32.169	1863.77198142	93.7814036697
HOT238	12	VS23	106	30.926	28178.864453	93.3557718447
HOT238	12	VS22	84	31.824	1470.49899451	95.6615348837
HOT238	12	VS29	82	28.0	1402.10369244	91.0319146341
HOT238	12	VS28	15	28.336	820.743624844	88.4765625
HOT238	12	VS94	29	16.502	1453.40016899	99.6536941176
HOT238	12	VS92	74	16.745	547.162416563	93.71646875
HOT227	4	VS101	25	16.015	4738.3646869	91.0150492958
HOT227	4	VS100	26	16.054	767.481604217	82.0189565217
HOT227	4	VS103	1	15.9	7140.91579576	95.5521448598
HOT227	4	VS102	71	15.97	66.7375308015	92.154
HOT227	4	VS105	23	15.809	1067.80049282	92.380375
HOT227	4	VS104	24	15.868	1001.06296202	97.9779
HOT227	4	VS107	21	15.344	166.843827004	100.0
HOT227	4	VS106	22	15.427	1034.43172742	86.9828709677
HOT227	4	VS108	20	15.11	2068.86345485	96.2568870968
HOT225	2	VS2	64	68.964	28.7084614401	71.429
HOT225	2	VS3	63	57.845	32526.6868116	99.7361871139
HOT225	2	VS4	62	54.391	20411.7160839	100.0
HOT225	2	VS5	61	51.494	5339.77382785	94.4617956989
HOT225	2	VS7	70	43.665	60948.0636372	100.0
HOT225	2	VS8	60	41.205	8870.91458498	90.8383009709
HOT227	4	VS18	18	34.068	2269.07604725	74.4972058824
HOT227	4	VS19	17	33.814	133.475061603	100.0
HOT227	4	VS10	96	39.744	111585.1515	96.4245254187
HOT227	4	VS11	58	39.219	2502.65740505	94.78704
HOT227	4	VS13	57	35.89	26094.3745434	95.1626202046
HOT227	4	VS14	69	35.649	7774.92233837	88.256695279
HOT227	4	VS15	19	34.769	1034.43172742	95.6473225806
HOT227	4	VS16	68	34.431	3270.13900927	90.2349795918
HOT227	4	VS17	95	34.077	800.850369617	86.2464583333
HOT236	10	VS25	105	29.927	36869.7768049	96.5981555556
HOT234	9	VS82	4	17.697	535.777478754	100.0
HOT234	9	VS81	99	17.724	15939.3799929	95.6402428571
HOT234	9	VS80	75	18.052	1433.20475567	96.6971682243
HOT234	9	VS87	32	17.269	120.54993272	83.8977777778
HOT234	9	VS86	98	17.364	20506.8829993	94.2275924233
HOT234	9	VS85	3	17.456	11706.7379108	100.0
HOT234	9	VS84	33	17.492	1272.47151204	90.5340421053
HOT234	9	VS89	66	16.912	10862.8883817	94.9046929716
HOT236	10	VS28	15	28.336	2718.68051188	77.4037808219
HOT234	9	VS45	51	23.869	3737.04791431	98.9887383513
HOT224	1	VS99	72	16.095	4499.18520209	90.9344261745
HOT224	1	VS98	27	16.154	981.365899785	77.7603076923
HOT224	1	VS93	73	16.542	11866.9784189	100.0
HOT224	1	VS92	74	16.745	2038.22148417	95.5814962963
HOT224	1	VS91	30	16.88	1449.4019443	76.67634375
HOT224	1	VS90	97	16.9	2506.25752868	96.0558915663
HOT224	1	VS97	28	16.161	15852.8337658	100.0
HOT224	1	VS96	2	16.237	3668.7986715	98.7855761317
HOT224	1	VS95	85	16.245	31735.8634053	98.162621313
HOT224	1	VS94	29	16.502	3548.01517614	100.0
HOT225	2	VS41	79	24.277	4937.85536769	91.3665755814
HOT225	2	VS40	53	24.419	1263.17230336	78.0884090909
HOT225	2	VS43	78	24.068	5224.93998209	94.5457032967
HOT225	2	VS42	52	24.121	7119.69843713	95.0404193548
HOT225	2	VS45	51	23.869	9674.7515053	100.0
HOT225	2	VS44	65	23.999	11052.7576544	87.2640207792
HOT225	2	VS47	93	23.51	9014.45689218	99.3295286624
HOT225	2	VS46	10	23.707	200.95923008	84.8007142857
HOT225	2	VS49	92	23.37	10134.0868883	100.0
HOT225	2	VS48	50	23.468	6028.77690241	99.171352381
HOT232	7	VS30	104	27.949	11511.1676791	95.0412561189
HOT232	7	VS31	103	27.846	67477.1769719	96.6037232329
HOT232	7	VS32	14	26.81	804.976760774	94.2417375
HOT232	7	VS33	101	26.389	18796.2073641	87.8163699143
HOT232	7	VS34	13	26.379	482.986056464	75.8884166667
HOT232	7	VS35	12	26.017	513.172684993	92.0995490196
HOT232	7	VS37	81	25.828	342.115123329	87.0465882353
HOT232	7	VS38	54	25.81	2113.06399703	97.8402666667
HOT232	7	VS39	80	25.02	1157.15409361	95.5795043478
HOT238	12	VS43	78	24.068	1282.41191382	93.43172
HOT238	12	VS42	52	24.121	1316.60956485	87.9237532468
HOT238	12	VS41	79	24.277	2257.04496832	96.5260454545
HOT238	12	VS40	53	24.419	427.47063794	78.8028
HOT238	12	VS47	93	23.51	10789.3589016	100.0
HOT238	12	VS46	10	23.707	119.691778623	69.5687142857
HOT238	12	VS45	51	23.869	8617.80806086	100.0
HOT238	12	VS44	65	23.999	5198.04295735	89.0981710526
HOT238	12	VS49	92	23.37	3077.78859316	98.4613444444
HOT238	12	VS48	50	23.468	683.953020703	80.17865
HOT233	8	VS91	30	16.88	57.6462513861	73.74725
HOT227	4	VS37	81	25.828	867.587900419	80.8676538462
HOT227	4	VS34	13	26.379	266.950123206	84.719125
HOT227	4	VS35	12	26.017	1401.48814683	93.9925714286
HOT227	4	VS32	14	26.81	634.006542614	95.7014736842
HOT227	4	VS33	101	26.389	43913.2952674	94.2129673252
HOT227	4	VS30	104	27.949	36405.3230522	96.1305105408
HOT227	4	VS31	103	27.846	163707.163056	95.1909843049
HOT227	4	VS38	54	25.81	11645.6991249	100.0
HOT227	4	VS39	80	25.02	1868.65086244	89.8500357143
HOT232	7	VS18	18	34.068	3401.02681427	75.5190059172
HOT232	7	VS19	17	33.814	140.870933135	100.0
HOT232	7	VS16	68	34.431	1891.69538782	91.01675
HOT232	7	VS17	95	34.077	382.363961368	81.4780263158
HOT232	7	VS14	69	35.649	3229.9692526	99.1073894081
HOT232	7	VS15	19	34.769	10484.8223091	99.1014241843
HOT232	7	VS13	57	35.89	19641.4329629	95.0456173156
HOT232	7	VS10	96	39.744	45068.6363938	92.8422384461
HOT232	7	VS11	58	39.219	1469.08258841	94.5476643836
HOT238	12	VS69	39	20.158	324.877684834	86.5627368421
HOT238	12	VS68	40	20.46	205.185906211	85.7245
HOT238	12	VS61	90	21.296	4155.01460077	100.0
HOT238	12	VS60	102	26.94	116015.531137	96.1605646279
HOT238	12	VS63	7	21.131	153.889429658	88.5974444444
HOT238	12	VS62	43	21.29	359.075335869	90.1555238095
HOT238	12	VS65	89	20.961	24690.7040474	97.0478968144
HOT238	12	VS64	6	21.063	136.790604141	90.731875
HOT238	12	VS67	41	20.689	3453.96275455	92.5357821782
HOT224	1	VS9	59	40.844	3774.48422994	84.527152
HOT224	1	VS8	60	41.205	10764.8290238	91.7285231417
HOT224	1	VS7	70	43.665	52631.4081023	98.6832639128
HOT224	1	VS5	61	51.494	8273.66943203	95.8807354015
HOT224	1	VS4	62	54.391	43059.3160952	100.0
HOT224	1	VS3	63	57.845	144623.137754	100.0
HOT224	1	VS2	64	68.964	60.3917476791	77.424
HOT225	2	VS17	95	34.077	2382.80229952	95.4023855422
HOT234	9	VS47	93	23.51	4554.10856941	97.7758588235
HOT234	9	VS46	10	23.707	294.677613315	80.5216363636
HOT234	9	VS44	65	23.999	15644.7023796	88.7609443493
HOT234	9	VS43	78	24.068	2062.7432932	92.649987013
HOT234	9	VS42	52	24.121	4982.73055242	87.6383602151
HOT234	9	VS41	79	24.277	6456.11861899	97.1377302905
HOT234	9	VS40	53	24.419	1272.47151204	81.9352947368
HOT234	9	VS49	92	23.37	5049.70273726	96.9125172414
HOT234	9	VS48	50	23.468	1339.44369689	87.27732
HOT237	11	VS45	51	23.869	1460.78709902	100.0
HOT237	11	VS46	10	23.707	91.2991936889	68.605375
HOT237	11	VS43	78	24.068	753.218347933	90.0462272727
HOT236	10	VS189	76	18.494	949.676069217	83.5924705882
